subject,difficulty,hours_available,deadline_days,importance,study_type,previous_score,actual_hours_needed
Economics,4,3,15,1,Conceptual,73,1.94
Statistics,3,3,12,4,Practical,85,3.9
Statistics,4,2,11,4,Theory,56,3.74
Statistics,2,8,2,3,Practical,80,10.2
Economics,5,8,3,5,Theory,70,14.29
Economics,5,1,6,2,Practical,42,8.48
Chemistry,1,8,8,2,Conceptual,93,0.94
English,4,7,14,5,Conceptual,66,5.06
Machine Learning,1,7,14,5,Practical,89,1.73
Machine Learning,5,3,12,4,Theory,51,4.23
AI,3,6,10,2,Conceptual,77,2.54
Machine Learning,5,2,7,5,Conceptual,91,9.0
English,4,4,12,2,Practical,91,2.54
Math,4,6,9,3,Conceptual,40,6.08
Biology,2,4,13,3,Theory,52,2.27
Geography,3,4,8,5,Theory,83,3.54
Computer Science,1,5,4,2,Conceptual,61,3.07
Computer Science,1,5,3,2,Conceptual,68,3.14
Machine Learning,4,1,8,3,Conceptual,62,5.42
Chemistry,1,4,14,1,Practical,72,1.89
Geography,2,8,8,4,Practical,52,5.88
Economics,4,6,10,1,Practical,62,3.48
Economics,2,8,7,1,Theory,75,1.26
Computer Science,2,8,13,3,Conceptual,43,3.84
History,2,8,6,1,Practical,86,1.84
Machine Learning,1,4,8,2,Theory,93,0.62
Math,4,7,11,5,Conceptual,83,5.18
English,1,5,7,5,Theory,79,1.81
Machine Learning,2,7,15,1,Practical,66,2.44
Economics,4,2,14,5,Conceptual,40,6.31
Physics,3,1,9,4,Practical,51,6.94
Statistics,3,1,5,5,Conceptual,67,8.78
Economics,5,7,4,1,Conceptual,53,5.26
Biology,5,1,2,1,Theory,68,5.02
Biology,4,8,14,5,Practical,75,5.79
History,4,7,14,3,Conceptual,48,4.55
Economics,4,6,15,4,Theory,84,2.22
Math,4,3,7,1,Theory,51,2.48
Statistics,3,7,8,3,Practical,89,4.04
Computer Science,2,1,12,1,Conceptual,89,0.93
Chemistry,5,7,10,2,Theory,67,2.66
English,5,8,5,5,Conceptual,93,12.34
AI,4,7,4,4,Conceptual,76,10.75
Machine Learning,4,2,3,5,Theory,93,10.89
AI,3,8,2,1,Theory,87,2.82
AI,1,3,11,5,Practical,93,1.78
History,5,3,10,4,Practical,47,9.18
English,3,3,14,5,Conceptual,55,4.73
Physics,2,5,4,5,Theory,45,5.76
Computer Science,4,2,15,5,Conceptual,45,5.84
Economics,2,7,1,3,Conceptual,89,14.93
Statistics,4,3,3,4,Conceptual,77,13.9
Computer Science,1,6,5,2,Theory,78,1.34
Math,5,7,7,2,Conceptual,82,4.29
Economics,1,2,3,3,Practical,57,5.58
Chemistry,2,4,2,1,Conceptual,60,4.32
English,1,5,6,1,Conceptual,93,0.74
Physics,4,5,14,5,Conceptual,71,4.82
Statistics,4,4,1,2,Practical,90,24.6
Economics,5,2,1,2,Practical,74,31.56
History,3,6,5,1,Theory,87,1.38
Programming,5,4,13,4,Theory,93,2.69
Physics,2,7,6,2,Practical,40,5.6
Chemistry,2,1,14,5,Conceptual,70,3.15
Chemistry,1,4,6,5,Practical,77,3.88
Biology,2,2,7,5,Practical,58,6.81
AI,4,1,3,1,Practical,48,7.12
Computer Science,2,3,2,1,Conceptual,61,4.27
Biology,1,1,13,1,Conceptual,66,1.82
Machine Learning,5,6,11,2,Theory,80,2.09
History,4,4,4,5,Conceptual,50,14.4
English,4,6,12,1,Practical,91,1.54
Physics,1,1,13,4,Theory,91,0.78
History,4,7,1,1,Conceptual,60,11.52
Biology,4,1,6,4,Conceptual,83,7.22
Programming,2,6,14,5,Conceptual,68,3.25
Economics,4,2,3,2,Practical,67,9.98
Computer Science,1,1,7,4,Practical,54,4.47
AI,1,6,2,2,Conceptual,55,4.56
Math,1,7,12,3,Practical,65,2.85
English,4,6,15,1,Theory,55,1.87
English,2,3,9,1,Conceptual,74,1.78
Programming,3,7,3,4,Conceptual,69,11.09
History,2,4,15,2,Practical,54,3.56
Computer Science,1,1,2,3,Theory,48,4.06
Statistics,2,1,7,5,Practical,54,7.05
Computer Science,5,5,11,3,Practical,58,6.61
Machine Learning,4,7,3,5,Conceptual,45,18.64
Machine Learning,1,5,3,4,Practical,91,4.54
Computer Science,5,4,10,4,Theory,91,3.49
History,1,2,13,4,Conceptual,49,3.19
Programming,3,6,15,5,Practical,68,4.92
Computer Science,3,7,8,1,Practical,40,4.72
Computer Science,1,6,15,2,Practical,59,2.86
Chemistry,1,7,11,1,Practical,94,0.63
Economics,1,8,1,5,Conceptual,40,14.88
Statistics,5,1,9,1,Theory,76,1.66
History,1,3,15,3,Conceptual,56,2.59
Physics,3,6,7,1,Conceptual,53,3.28
Physics,2,5,6,4,Practical,81,5.14
Programming,1,3,8,1,Theory,50,1.8
History,1,1,10,1,Theory,73,1.02
Programming,3,4,5,5,Theory,85,5.28
AI,5,6,7,1,Practical,50,5.14
Economics,5,8,1,4,Conceptual,90,48.48
Machine Learning,3,2,6,4,Theory,90,3.52
Statistics,4,6,4,2,Practical,54,8.76
Physics,4,6,15,5,Theory,89,2.49
Biology,3,5,12,5,Conceptual,82,3.86
Statistics,5,5,15,3,Theory,43,3.42
AI,4,1,3,4,Practical,70,17.8
History,3,3,3,4,Theory,58,7.74
Physics,4,4,14,1,Practical,95,1.16
Programming,3,1,4,1,Practical,95,2.55
English,2,8,9,4,Practical,59,5.13
English,1,7,11,3,Conceptual,80,1.61
Computer Science,2,6,12,1,Practical,92,0.98
Geography,1,8,9,1,Practical,90,0.93
Programming,4,4,6,4,Practical,95,8.3
Statistics,1,4,4,2,Theory,84,1.31
Biology,3,5,3,2,Theory,40,5.12
Statistics,1,7,6,4,Practical,52,4.88
Statistics,1,3,8,5,Theory,82,1.58
English,5,2,8,5,Conceptual,75,8.7
Programming,4,6,1,2,Practical,70,25.8
Chemistry,1,3,8,4,Practical,58,4.02
AI,2,3,10,2,Conceptual,77,2.06
Programming,1,4,4,4,Conceptual,62,4.22
English,1,1,13,4,Theory,93,0.72
Math,2,1,4,5,Conceptual,89,6.53
Economics,4,2,5,4,Practical,48,12.72
Statistics,3,1,2,2,Conceptual,69,8.69
Math,3,3,3,4,Theory,45,8.16
Biology,3,5,6,1,Practical,46,4.74
History,3,7,5,2,Conceptual,77,3.98
Physics,2,3,1,4,Conceptual,82,20.06
Biology,2,6,15,3,Theory,92,0.9
Economics,2,6,12,4,Theory,89,1.42
Statistics,4,7,14,1,Conceptual,62,2.51
Machine Learning,2,1,15,2,Theory,43,2.25
History,2,5,6,2,Theory,49,2.7
Geography,4,2,15,3,Conceptual,69,3.41
Physics,5,6,12,1,Practical,51,4.19
Math,2,2,1,4,Practical,56,26.64
Computer Science,2,1,3,1,Conceptual,75,2.8
Math,1,8,6,1,Theory,65,1.39
Biology,5,8,15,5,Theory,84,3.18
Economics,5,8,11,4,Theory,91,3.2
History,2,3,13,5,Theory,56,2.64
Computer Science,5,4,3,3,Theory,45,9.76
Geography,1,1,15,2,Theory,60,1.49
Economics,1,5,7,2,Practical,58,3.38
Geography,4,6,6,1,Theory,68,2.09
Biology,1,5,8,2,Theory,46,2.13
History,3,1,15,4,Theory,45,3.04
Math,5,1,14,2,Theory,66,2.23
Programming,4,1,11,3,Practical,81,4.41
Computer Science,5,7,6,2,Practical,92,5.48
English,5,8,13,1,Theory,80,1.26
Math,3,3,14,1,Conceptual,65,2.19
AI,5,5,8,5,Theory,63,6.18
Economics,5,4,11,1,Practical,82,2.44
Biology,1,6,11,1,Conceptual,79,1.23
English,3,6,7,3,Theory,46,3.79
Chemistry,1,1,12,5,Practical,89,1.91
Statistics,3,1,10,2,Theory,55,2.4
Biology,1,6,6,5,Conceptual,83,2.82
English,2,5,8,3,Practical,74,3.81
Biology,2,7,6,4,Practical,75,5.5
Biology,5,7,1,4,Practical,72,61.68
Machine Learning,5,1,9,1,Conceptual,91,1.77
Statistics,2,3,14,4,Theory,86,1.36
Economics,2,4,11,5,Theory,61,2.7
Physics,4,8,3,3,Theory,83,6.94
Statistics,2,5,3,3,Conceptual,89,5.33
Physics,3,1,14,2,Practical,93,1.71
Economics,1,6,2,4,Practical,48,9.12
Biology,1,3,15,5,Conceptual,68,2.34
Computer Science,5,1,1,5,Conceptual,80,60.96
Programming,3,6,3,1,Theory,90,1.92
Geography,5,6,8,5,Conceptual,78,8.56
Economics,2,7,2,2,Theory,70,4.16
History,4,4,15,1,Theory,74,1.26
Geography,1,4,8,3,Theory,85,1.08
Economics,4,1,3,4,Conceptual,51,15.15
Math,5,5,2,4,Practical,43,33.42
Biology,3,8,11,2,Practical,74,3.2
Biology,5,8,5,4,Practical,47,15.18
Math,5,3,11,1,Theory,89,1.08
History,3,7,14,2,Conceptual,51,3.38
Programming,2,8,15,5,Theory,69,2.06
Programming,1,5,4,5,Conceptual,58,5.02
Computer Science,2,7,2,5,Conceptual,52,14.3
Computer Science,4,5,1,4,Practical,56,50.64
Biology,3,6,1,4,Conceptual,69,30.29
Economics,3,1,10,4,Conceptual,73,4.18
Geography,1,1,3,4,Conceptual,84,3.97
Economics,5,6,6,4,Conceptual,79,9.01
Economics,5,7,4,2,Conceptual,64,7.73
Biology,2,2,4,2,Conceptual,69,3.89
English,2,1,1,3,Practical,56,20.64
Chemistry,4,1,5,2,Practical,83,5.82
Geography,4,6,1,4,Theory,74,26.43
Geography,5,3,10,5,Practical,56,10.14
Programming,5,3,8,5,Practical,94,9.73
Statistics,3,1,11,5,Practical,66,6.13
Programming,4,1,2,2,Practical,71,13.74
Physics,3,1,4,2,Conceptual,47,6.14
Computer Science,3,7,11,5,Practical,74,5.65
Geography,3,3,11,2,Conceptual,95,1.55
Statistics,3,3,1,4,Theory,55,20.64
Physics,4,8,10,2,Conceptual,68,3.46
Biology,4,5,14,3,Theory,68,2.4
Chemistry,2,5,10,2,Conceptual,90,1.44
Math,2,4,8,2,Practical,83,2.52
Chemistry,4,8,15,1,Practical,83,1.82
Machine Learning,2,6,11,4,Practical,88,2.9
Biology,2,2,1,2,Theory,60,7.68
Computer Science,3,1,4,3,Theory,65,4.72
Computer Science,5,5,4,2,Conceptual,78,7.06
AI,1,3,4,5,Practical,59,6.21
Programming,3,7,1,4,Theory,49,20.83
Physics,4,1,15,3,Conceptual,88,2.5
Math,4,2,7,3,Practical,89,5.8
History,5,7,15,2,Conceptual,67,3.18
Programming,4,6,13,1,Conceptual,58,2.75
Statistics,2,3,5,4,Practical,72,6.48
Physics,5,6,14,5,Practical,86,6.2
Physics,2,3,1,1,Conceptual,78,5.86
Programming,3,7,3,4,Conceptual,60,11.52
Computer Science,1,7,9,1,Practical,91,0.87
Geography,1,3,8,5,Theory,73,1.86
English,3,4,3,1,Conceptual,82,3.26
Biology,5,4,15,2,Theory,70,2.03
Chemistry,4,5,15,1,Theory,85,0.91
Math,5,2,7,2,Conceptual,95,3.67
AI,2,3,13,2,Conceptual,77,1.84
Math,5,1,1,3,Theory,41,25.89
Biology,4,2,1,4,Theory,66,26.69
English,3,2,12,5,Conceptual,53,5.26
Biology,4,1,12,5,Theory,77,3.4
English,1,7,8,2,Practical,83,1.77
Economics,1,4,10,3,Theory,70,1.44
History,2,5,1,3,Theory,40,11.52
Machine Learning,4,1,4,1,Theory,68,2.62
Chemistry,4,7,4,3,Theory,80,5.44
Computer Science,4,1,9,3,Theory,78,2.84
AI,3,5,9,1,Theory,91,0.82
Math,2,6,2,4,Theory,48,8.06
Programming,4,8,15,3,Practical,60,4.8
Physics,5,5,1,1,Theory,68,9.02
English,5,7,5,4,Theory,42,8.26
Machine Learning,1,4,11,5,Practical,52,4.24
Chemistry,5,6,12,3,Conceptual,77,4.1
English,3,7,6,2,Conceptual,61,4.27
Machine Learning,5,7,5,1,Conceptual,77,3.5
Physics,5,3,6,4,Theory,73,6.2
Chemistry,2,4,6,3,Conceptual,72,3.74
Machine Learning,4,4,7,5,Theory,75,5.37
Chemistry,1,4,9,4,Practical,45,4.63
Biology,3,1,15,5,Practical,46,6.24
Machine Learning,4,2,14,2,Practical,51,4.65
Math,3,2,3,1,Theory,69,2.59
History,5,8,11,5,Conceptual,88,6.03
Programming,1,4,15,3,Practical,53,3.42
History,3,1,1,5,Theory,90,24.32
Geography,4,1,15,5,Theory,64,3.29
History,5,7,8,4,Practical,66,9.54
Machine Learning,2,5,13,3,Practical,90,1.98
Computer Science,2,2,5,3,Theory,61,3.17
Geography,2,8,1,2,Theory,73,7.26
Computer Science,5,7,6,4,Conceptual,43,10.74
Chemistry,4,7,9,1,Theory,74,1.54
AI,5,1,5,4,Theory,46,8.13
Economics,4,3,8,2,Theory,48,3.26
Geography,1,6,2,4,Conceptual,52,7.1
Machine Learning,4,3,1,4,Conceptual,51,40.75
Programming,3,1,11,2,Theory,83,1.42
Physics,5,2,10,5,Practical,42,10.98
Biology,2,7,9,4,Theory,49,3.05
Geography,5,6,2,4,Conceptual,90,24.48
Biology,1,2,8,4,Theory,73,1.66
Computer Science,3,6,9,4,Practical,65,6.1
Computer Science,1,7,6,2,Theory,95,0.69
Computer Science,1,1,12,2,Conceptual,91,0.83
Physics,4,3,8,2,Conceptual,89,2.93
History,1,2,9,4,Theory,46,2.44
AI,4,3,9,5,Practical,54,9.43
English,5,6,15,4,Practical,59,6.46
Programming,3,3,5,1,Practical,54,4.56
Math,5,1,7,4,Practical,73,10.19
Geography,4,7,8,3,Theory,57,3.78
Biology,4,2,12,3,Conceptual,77,3.5
History,4,2,11,1,Conceptual,76,2.02
Computer Science,3,4,7,4,Theory,48,4.41
Geography,5,3,4,4,Conceptual,69,13.49
AI,1,1,3,4,Theory,52,3.67
Biology,5,8,13,2,Practical,82,3.39
Machine Learning,5,2,8,2,Conceptual,65,4.68
History,4,3,5,3,Practical,59,9.66
Chemistry,3,3,11,5,Practical,59,6.55
Chemistry,3,6,2,4,Conceptual,95,14.64
Machine Learning,2,8,14,1,Theory,55,1.67
Statistics,1,7,8,2,Practical,84,1.71
Chemistry,5,7,4,5,Conceptual,56,17.11
Physics,5,8,8,4,Conceptual,42,8.78
English,5,1,5,4,Practical,83,13.02
Physics,5,2,12,3,Theory,89,2.35
Computer Science,3,6,11,2,Theory,84,1.38
Geography,3,3,1,2,Conceptual,50,16.8
Computer Science,1,6,2,4,Conceptual,57,6.86
Economics,3,7,13,1,Practical,87,1.47
Economics,2,3,3,4,Practical,77,9.38
Biology,3,4,14,5,Conceptual,90,3.05
English,1,4,13,1,Practical,64,2.39
History,5,2,14,4,Theory,78,2.99
Geography,5,3,4,5,Practical,82,19.83
Math,4,2,1,4,Practical,95,48.3
Programming,3,3,5,2,Practical,91,4.14
AI,3,1,15,4,Theory,89,1.63
English,2,5,11,4,Practical,76,3.62
Machine Learning,4,6,7,3,Conceptual,71,5.51
History,4,2,13,3,Theory,82,2.05
Programming,2,3,13,2,Theory,95,0.65
Chemistry,1,2,1,5,Practical,86,15.84
History,1,7,3,5,Conceptual,63,5.78
Computer Science,5,4,10,3,Theory,42,4.26
Chemistry,1,5,5,1,Theory,45,2.08
Chemistry,5,6,5,4,Practical,74,13.56
History,2,3,12,2,Theory,78,1.24
Computer Science,4,4,12,4,Practical,59,6.46
Economics,1,5,14,3,Practical,68,2.56
Physics,5,5,2,1,Practical,40,11.1
Computer Science,5,5,10,2,Practical,57,5.58
English,1,1,8,5,Conceptual,54,3.71
AI,5,8,1,2,Theory,47,17.7
AI,1,1,3,5,Conceptual,60,5.92
English,5,2,7,5,Practical,72,12.39
Computer Science,4,2,3,1,Practical,51,6.94
Physics,4,3,11,5,Theory,87,3.33
Statistics,4,7,9,2,Conceptual,70,3.57
English,1,7,13,3,Conceptual,91,0.99
Computer Science,4,3,6,2,Theory,43,3.96
Economics,5,8,3,2,Practical,40,13.6
English,3,4,8,2,Practical,88,2.97
Statistics,3,2,13,4,Conceptual,70,3.66
Economics,5,2,8,4,Practical,78,8.82
Physics,4,5,11,1,Practical,65,3.19
Computer Science,5,3,6,5,Practical,70,14.3
Geography,2,6,7,3,Theory,89,1.72
Computer Science,5,7,14,4,Practical,92,4.77
English,1,1,13,4,Theory,70,1.45
Geography,1,4,4,1,Conceptual,43,3.34
History,1,4,5,2,Theory,75,1.44
AI,1,4,6,5,Theory,68,2.36
Economics,1,2,1,2,Conceptual,80,5.76
English,3,5,6,3,Theory,68,3.42
Physics,4,3,4,4,Theory,54,7.87
Physics,4,6,3,3,Theory,62,7.62
Programming,2,5,13,5,Theory,68,2.25
Biology,5,2,15,1,Theory,70,1.49
Computer Science,1,6,13,1,Theory,66,1.21
Machine Learning,4,5,2,5,Practical,94,30.36
Statistics,2,8,1,1,Theory,58,4.54
History,5,6,11,4,Conceptual,82,5.23
AI,4,5,12,3,Conceptual,82,3.26
Computer Science,1,1,11,5,Theory,64,1.88
Statistics,1,7,13,5,Practical,40,4.75
Computer Science,5,2,6,5,Practical,95,12.8
AI,2,3,13,1,Theory,64,1.4
Economics,1,4,14,2,Conceptual,84,1.11
Computer Science,4,4,5,3,Theory,49,5.47
Programming,1,5,11,4,Conceptual,90,1.35
Geography,3,2,3,3,Conceptual,62,9.02
Physics,5,6,1,1,Practical,47,18.18
AI,1,1,11,1,Theory,92,0.4
English,2,5,7,4,Practical,95,3.73
Economics,3,3,3,2,Conceptual,49,7.25
Programming,5,7,6,1,Practical,84,3.46
English,3,2,3,3,Theory,50,6.4
Biology,1,8,10,1,Theory,61,1.41
History,3,8,2,5,Theory,40,13.92
Math,3,7,8,1,Conceptual,94,1.19
Math,2,1,6,1,Conceptual,84,1.57
AI,2,8,6,2,Conceptual,78,2.66
Economics,2,1,7,3,Theory,68,2.4
Chemistry,1,5,10,1,Theory,89,0.51
Economics,1,7,6,4,Conceptual,45,4.24
AI,4,4,11,5,Practical,73,7.07
AI,5,6,8,2,Conceptual,75,4.2
History,5,6,15,1,Conceptual,66,2.43
Computer Science,3,2,12,3,Conceptual,74,3.05
Biology,4,7,8,3,Practical,61,6.84
Statistics,2,4,4,3,Conceptual,67,5.18
Economics,2,6,1,4,Theory,81,13.41
Statistics,2,6,12,4,Practical,67,3.98
Physics,5,7,9,4,Conceptual,82,6.2
Programming,4,4,9,3,Theory,75,2.93
Programming,4,2,10,4,Theory,55,4.0
AI,5,6,12,4,Conceptual,58,6.02
Chemistry,5,4,1,4,Conceptual,58,50.02
AI,1,6,12,4,Conceptual,47,3.34
Physics,1,3,8,2,Conceptual,41,3.43
Biology,1,7,2,5,Theory,78,4.7
AI,4,5,2,1,Practical,60,8.4
Biology,4,5,7,1,Practical,73,3.33
AI,1,8,11,4,Conceptual,72,2.22
AI,1,7,8,3,Theory,63,1.78
Geography,3,5,11,3,Conceptual,95,2.2
Physics,4,2,1,4,Conceptual,75,39.6
History,2,4,4,5,Theory,48,5.66
English,1,6,15,4,Theory,70,1.39
English,1,7,5,5,Conceptual,92,2.78
Physics,1,6,3,4,Theory,84,2.65
Geography,3,4,6,4,Theory,44,4.99
Economics,1,3,7,5,Conceptual,83,2.53
Chemistry,4,3,1,1,Conceptual,63,11.38
English,3,6,2,2,Theory,81,5.41
History,5,3,3,4,Theory,75,11.47
AI,3,7,14,4,Practical,77,3.95
Machine Learning,4,1,15,2,Theory,67,1.91
Computer Science,5,3,3,3,Conceptual,45,14.64
Math,3,8,4,4,Conceptual,93,7.54
Biology,1,8,15,5,Theory,95,0.69
Chemistry,3,7,1,5,Practical,80,46.2
AI,3,8,14,3,Practical,73,3.55
Computer Science,4,8,6,3,Practical,50,9.0
Machine Learning,4,6,14,5,Conceptual,95,3.67
Statistics,4,5,1,3,Conceptual,66,30.43
Chemistry,3,8,8,5,Practical,57,8.21
Biology,1,1,8,4,Practical,84,2.46
Math,4,7,3,3,Practical,88,12.72
Statistics,2,7,9,4,Practical,95,2.97
Machine Learning,3,8,12,3,Conceptual,75,3.0
Computer Science,4,4,10,2,Practical,74,3.96
Programming,3,8,10,5,Practical,64,6.66
English,2,7,13,3,Conceptual,57,3.17
Statistics,3,3,2,3,Practical,56,16.14
History,1,8,3,3,Practical,85,3.9
Programming,1,5,8,1,Conceptual,46,2.89
Geography,1,1,5,4,Conceptual,50,4.32
AI,4,7,8,4,Practical,45,9.3
Programming,2,1,9,4,Practical,57,5.25
English,1,3,14,1,Theory,69,1.11
Computer Science,1,8,15,4,Practical,66,2.84
Economics,3,7,4,4,Conceptual,46,9.79
Economics,3,8,13,3,Conceptual,81,2.57
Geography,1,5,6,1,Practical,75,2.0
Geography,1,8,1,3,Practical,77,10.38
History,3,7,11,1,Theory,92,0.69
Biology,4,7,13,1,Practical,72,2.6
History,3,3,11,5,Theory,72,3.08
Chemistry,2,5,13,4,Theory,57,2.36
Physics,2,2,7,5,Practical,67,6.27
Geography,3,4,10,4,Theory,69,2.91
English,5,1,13,5,Practical,63,7.99
Chemistry,3,4,12,4,Practical,75,4.5
Geography,3,7,2,3,Conceptual,77,11.9
Statistics,3,2,4,1,Conceptual,88,2.38
Economics,2,5,14,2,Conceptual,79,1.69
Computer Science,5,3,11,3,Conceptual,89,3.8
Economics,1,4,5,4,Theory,62,2.5
Machine Learning,1,3,13,5,Theory,93,0.84
Economics,1,4,7,5,Theory,57,2.52
History,5,4,3,3,Theory,69,8.99
Geography,4,7,6,2,Practical,94,4.36
Chemistry,4,6,6,4,Conceptual,73,7.7
English,1,8,2,3,Conceptual,44,6.29
Computer Science,3,2,1,4,Practical,77,37.38
Programming,4,1,12,3,Practical,43,6.42
English,2,2,5,1,Practical,74,2.76
English,5,8,1,5,Conceptual,94,60.29
Math,3,5,12,3,Conceptual,54,4.01
Physics,3,7,10,2,Practical,67,3.78
Biology,5,2,6,5,Theory,66,7.75
Programming,1,5,9,4,Conceptual,55,3.23
AI,1,4,8,4,Theory,95,0.96
Physics,1,5,10,3,Theory,49,2.11
Machine Learning,2,4,12,2,Practical,47,4.18
Machine Learning,4,6,11,5,Theory,53,4.41
Chemistry,5,5,13,3,Practical,79,4.72
Math,3,8,11,2,Conceptual,46,3.9
Geography,5,2,3,2,Practical,40,13.6
Machine Learning,4,8,1,4,Practical,59,50.46
Physics,2,7,6,1,Practical,79,2.26
Economics,3,6,4,1,Conceptual,89,2.33
Geography,5,4,13,2,Theory,77,1.97
Geography,2,8,4,1,Conceptual,48,3.7
AI,4,6,15,5,Conceptual,59,5.17
Math,3,8,2,5,Conceptual,87,18.62
Programming,1,6,9,1,Practical,50,3.33
AI,2,8,4,5,Practical,49,10.56
Chemistry,3,7,5,4,Conceptual,80,6.72
Chemistry,5,6,2,5,Conceptual,59,31.97
Geography,1,5,6,3,Practical,86,2.34
Biology,4,8,5,2,Conceptual,73,5.14
AI,3,6,6,4,Theory,89,3.55
Chemistry,4,1,1,2,Practical,89,24.66
Statistics,5,5,6,4,Conceptual,65,9.68
History,1,8,15,4,Conceptual,84,1.41
Economics,4,7,1,4,Practical,81,49.14
History,4,7,2,4,Theory,63,13.98
Biology,3,3,15,1,Conceptual,50,2.88
Math,5,8,8,3,Practical,53,8.45
Programming,1,8,13,4,Theory,52,2.03
English,3,3,5,4,Theory,69,4.83
Physics,1,3,14,3,Practical,53,3.46
Math,5,6,5,1,Practical,89,3.66
Biology,5,2,15,1,Practical,65,3.1
Physics,3,1,12,5,Practical,42,7.23
History,4,3,14,5,Theory,78,2.99
Chemistry,2,4,15,4,Practical,76,3.04
Physics,3,4,2,4,Practical,95,18.3
Physics,4,1,1,5,Practical,91,60.54
Programming,5,5,9,3,Practical,84,5.96
Physics,1,1,9,5,Practical,85,2.57
Physics,5,8,4,4,Practical,69,16.86
Computer Science,4,1,15,5,Theory,64,3.29
History,1,7,4,1,Theory,73,1.26
Physics,2,8,1,1,Practical,43,9.42
Programming,2,5,11,2,Conceptual,72,2.22
History,3,7,1,3,Theory,84,14.91
Physics,1,7,13,2,Practical,42,3.94
Biology,5,6,1,5,Conceptual,89,60.53
English,4,3,6,1,Practical,60,4.4
Economics,1,2,13,5,Theory,65,1.74
Physics,2,5,3,2,Practical,59,6.46
Machine Learning,2,7,13,1,Theory,95,0.41
Machine Learning,4,8,8,2,Theory,85,2.08
Math,1,5,13,1,Conceptual,45,2.82
Geography,4,3,14,4,Practical,64,5.59
History,1,7,13,3,Theory,91,0.66
Biology,3,5,6,1,Theory,94,0.99
Computer Science,3,1,13,5,Theory,80,2.49
Geography,1,7,12,2,Theory,77,1.0
Programming,4,4,3,4,Practical,74,17.56
Physics,2,8,7,2,Practical,92,2.19
AI,5,3,2,2,Theory,82,8.58
Economics,5,2,10,2,Conceptual,86,3.07
Chemistry,5,3,3,5,Conceptual,94,20.29
Physics,4,2,9,3,Theory,45,3.89
Programming,1,8,9,1,Theory,90,0.5
Economics,2,6,2,2,Practical,75,7.5
Machine Learning,4,3,3,5,Practical,83,21.02
Machine Learning,2,7,10,1,Conceptual,95,0.72
Computer Science,1,2,14,1,Theory,87,0.53
Statistics,1,6,4,1,Conceptual,42,3.38
English,1,7,10,2,Practical,94,0.96
Geography,2,4,3,4,Practical,86,8.84
AI,3,8,1,2,Practical,92,18.48
Chemistry,1,4,6,3,Practical,81,2.64
Statistics,4,5,5,3,Theory,93,4.06
Machine Learning,3,1,13,2,Theory,64,1.89
English,2,6,6,2,Conceptual,43,4.34
Math,3,5,1,4,Theory,70,20.16
Statistics,1,3,15,1,Theory,64,1.26
Math,4,6,12,4,Conceptual,86,3.87
Economics,4,7,11,2,Conceptual,55,3.91
Programming,3,6,14,2,Conceptual,67,2.61
History,3,4,3,1,Practical,61,5.34
Physics,4,7,15,3,Practical,66,4.44
History,2,4,12,4,Conceptual,49,4.05
Programming,2,6,3,5,Theory,85,5.81
History,2,4,15,2,Theory,41,2.31
Programming,2,4,11,1,Conceptual,73,1.73
Chemistry,3,2,3,3,Practical,83,10.02
History,4,4,10,1,Conceptual,44,3.65
Computer Science,3,8,8,1,Theory,77,1.34
History,3,6,3,3,Practical,59,11.46
History,3,7,2,4,Theory,48,11.26
Economics,5,6,9,2,Theory,75,2.58
Machine Learning,2,5,1,5,Practical,51,32.94
Geography,4,3,7,2,Theory,91,2.12
Physics,1,3,10,4,Practical,92,1.68
Math,1,7,7,5,Conceptual,85,2.43
Geography,1,6,8,5,Practical,80,3.07
AI,1,6,14,5,Theory,45,2.33
Math,1,7,7,2,Theory,71,1.39
Computer Science,1,6,15,3,Theory,61,1.57
Programming,3,2,13,1,Conceptual,92,0.94
History,3,6,11,1,Conceptual,63,2.43
Machine Learning,5,4,12,3,Conceptual,48,5.5
AI,5,3,2,3,Theory,95,12.16
Geography,1,7,8,1,Conceptual,55,2.46
AI,3,5,9,3,Theory,83,2.14
Physics,1,4,11,3,Practical,51,3.76
Economics,3,6,4,5,Conceptual,74,10.25
Machine Learning,1,2,2,3,Practical,69,6.36
Economics,2,2,8,3,Practical,89,2.91
Statistics,4,6,14,3,Conceptual,45,4.7
Biology,2,5,2,2,Practical,55,8.7
English,3,1,2,2,Theory,70,5.76
History,5,2,12,3,Theory,77,2.74
Economics,4,7,8,1,Practical,50,4.5
Chemistry,3,8,9,2,Conceptual,80,2.56
Statistics,3,8,1,3,Conceptual,55,23.76
Physics,1,5,7,5,Practical,60,4.54
Math,1,5,2,3,Theory,53,3.9
Economics,2,8,7,4,Practical,42,6.91
Computer Science,1,8,10,1,Conceptual,87,0.86
Programming,3,4,15,3,Theory,95,1.12
Computer Science,3,3,14,1,Theory,54,1.81
Economics,2,5,1,1,Conceptual,93,5.14
Programming,3,5,5,3,Theory,42,4.74
Economics,5,4,12,2,Practical,68,4.42
Math,4,7,14,4,Theory,60,3.11
Math,2,5,8,1,Practical,41,4.29
Geography,4,3,12,2,Theory,58,2.41
History,3,4,4,4,Theory,76,5.57
Geography,1,7,11,3,Practical,91,1.36
Math,1,3,3,5,Practical,81,6.14
Economics,2,5,12,4,Theory,47,2.76
Computer Science,4,4,9,4,Conceptual,77,5.37
